"date","close","high","low","open"
"2021-01-22T17:15:00.000Z",3300.775,3301.1,3300.43,3300.43
"2021-01-22T17:16:00.000Z",3301.23,3302.07,3300.79,3302.07
"2021-01-22T17:17:00.000Z",3303.5,3304.04,3301.8,3302.26
"2021-01-22T17:18:00.000Z",3302.38,3303.445,3302.38,3303.43
"2021-01-22T17:19:00.000Z",3304.245,3304.35,3303.08,3303.08
"2021-01-22T17:20:00.000Z",3301.95,3303.7,3301.4,3303.6
"2021-01-22T17:21:00.000Z",3301.6,3303,3301.22,3301.84
"2021-01-22T17:22:00.000Z",3301.83,3302.18,3301.64,3301.69
"2021-01-22T17:23:00.000Z",3300.76,3301.56,3300.655,3301.56
"2021-01-22T17:24:00.000Z",3300.815,3301.885,3300.815,3301.09
"2021-01-22T17:25:00.000Z",3301.26,3301.26,3300.51,3301.125
"2021-01-22T17:26:00.000Z",3300.52,3303.005,3300.52,3302.035
"2021-01-22T17:27:00.000Z",3301.155,3301.155,3300.37,3300.5
"2021-01-22T17:28:00.000Z",3300.215,3300.925,3300.11,3300.605
"2021-01-22T17:29:00.000Z",3299.435,3300.18,3298.68,3300.18
"2021-01-22T17:30:00.000Z",3298.525,3299.37,3298.39,3299.37
"2021-01-22T17:31:00.000Z",3297.45,3299.775,3297.45,3298.395
"2021-01-22T17:32:00.000Z",3297.49,3298.62,3297.41,3297.95
"2021-01-22T17:33:00.000Z",3297.835,3299.585,3297.835,3298.69
"2021-01-22T17:34:00.000Z",3298.335,3298.335,3297.775,3297.775
"2021-01-22T17:35:00.000Z",3297.65,3298.655,3297.65,3298.13
"2021-01-22T17:36:00.000Z",3297.8,3298.365,3297.715,3297.84
"2021-01-22T17:37:00.000Z",3297.61,3297.8,3296.815,3297.635
"2021-01-22T17:38:00.000Z",3297.82,3297.82,3297.425,3297.425
"2021-01-22T17:39:00.000Z",3298.61,3298.92,3297.535,3298.805
"2021-01-22T17:40:00.000Z",3297.71,3298.415,3297.315,3297.335
"2021-01-22T17:41:00.000Z",3298.195,3299.1,3297.66,3298.745
"2021-01-22T17:42:00.000Z",3298.21,3298.64,3297.44,3298.64
"2021-01-22T17:43:00.000Z",3297.705,3298.69,3297.065,3298
"2021-01-22T17:44:00.000Z",3297.855,3298.17,3297.81,3297.915
"2021-01-22T17:45:00.000Z",3298.41,3298.62,3297.84,3297.89
"2021-01-22T17:46:00.000Z",3297.17,3299.29,3297.17,3299.24
"2021-01-22T17:47:00.000Z",3297.74,3298.675,3296.9,3297.12
"2021-01-22T17:48:00.000Z",3297.87,3298.45,3297.775,3298.45
"2021-01-22T17:49:00.000Z",3297.415,3297.815,3296.695,3297.125
"2021-01-22T17:50:00.000Z",3297.21,3297.505,3297.21,3297.5
"2021-01-22T17:51:00.000Z",3297.21,3297.78,3297.12,3297.3
"2021-01-22T17:52:00.000Z",3297.82,3297.82,3297.2,3297.2
"2021-01-22T17:53:00.000Z",3297.155,3297.59,3297.11,3297.59
"2021-01-22T17:54:00.000Z",3296.885,3297.13,3296.885,3297.13
"2021-01-22T17:55:00.000Z",3295.625,3296.755,3295.625,3296.755
"2021-01-22T17:56:00.000Z",3295.29,3295.585,3294.86,3295.585
"2021-01-22T17:57:00.000Z",3294.85,3295.46,3294.85,3295.045
"2021-01-22T17:58:00.000Z",3295.37,3295.55,3294,3294.46
"2021-01-22T17:59:00.000Z",3295.1,3295.38,3295.1,3295.375
"2021-01-22T18:00:00.000Z",3294.57,3295.03,3294.57,3294.805
"2021-01-22T18:01:00.000Z",3296.25,3296.25,3294.57,3294.57
"2021-01-22T18:02:00.000Z",3295.57,3296.2,3295.57,3296.2
"2021-01-22T18:03:00.000Z",3295.26,3295.63,3294.295,3295.39
"2021-01-22T18:04:00.000Z",3294.48,3295.315,3294.44,3295.01
"2021-01-22T18:05:00.000Z",3293.83,3294.435,3293.65,3293.88
"2021-01-22T18:06:00.000Z",3292.29,3293.555,3292.18,3293.555
"2021-01-22T18:07:00.000Z",3291.85,3292.635,3291.095,3292.49
"2021-01-22T18:08:00.000Z",3290.435,3291.445,3289.505,3290.965
"2021-01-22T18:09:00.000Z",3289.58,3291.29,3289.58,3290.69
"2021-01-22T18:10:00.000Z",3291.26,3291.29,3289.72,3289.95
"2021-01-22T18:11:00.000Z",3290.495,3291.04,3290.36,3291.04
"2021-01-22T18:12:00.000Z",3292.36,3292.66,3291.975,3292.16
"2021-01-22T18:13:00.000Z",3292.685,3293.49,3292.685,3293.31
"2021-01-22T18:14:00.000Z",3292.89,3293.34,3292.645,3292.695
"2021-01-22T18:15:00.000Z",3290.89,3292.605,3290.89,3292.605
"2021-01-22T18:16:00.000Z",3291.77,3292.01,3291.23,3291.23
"2021-01-22T18:17:00.000Z",3291.81,3291.81,3290.035,3291.21
"2021-01-22T18:18:00.000Z",3290.945,3290.945,3290.64,3290.73
"2021-01-22T18:19:00.000Z",3291.33,3291.33,3291.005,3291.15
"2021-01-22T18:20:00.000Z",3291.29,3291.295,3291.185,3291.21
"2021-01-22T18:21:00.000Z",3292.155,3292.245,3291.22,3291.22
"2021-01-22T18:22:00.000Z",3292.405,3292.6,3292.155,3292.155
"2021-01-22T18:23:00.000Z",3293.895,3293.895,3292.405,3292.78
"2021-01-22T18:24:00.000Z",3295,3295,3292.78,3294.18
"2021-01-22T18:25:00.000Z",3294.735,3296.555,3294.735,3295.36
"2021-01-22T18:26:00.000Z",3296.25,3296.25,3294.15,3294.155
"2021-01-22T18:27:00.000Z",3293.605,3295.255,3293.255,3294.83
"2021-01-22T18:28:00.000Z",3293.695,3293.84,3293.42,3293.42
"2021-01-22T18:29:00.000Z",3292.41,3293.86,3292.2,3293.505
"2021-01-22T18:30:00.000Z",3292.05,3293.61,3291.53,3292.41
"2021-01-22T18:31:00.000Z",3293.79,3293.79,3292.94,3292.94
"2021-01-22T18:32:00.000Z",3295.98,3295.98,3293.035,3293.54
"2021-01-22T18:33:00.000Z",3293.825,3295.555,3293.54,3295.545
"2021-01-22T18:34:00.000Z",3295.25,3295.25,3293.82,3293.82
"2021-01-22T18:35:00.000Z",3296.33,3296.33,3294.91,3295.08
"2021-01-22T18:36:00.000Z",3295.915,3297.68,3295.02,3296.59
"2021-01-22T18:37:00.000Z",3297.205,3297.31,3295.62,3295.955
"2021-01-22T18:38:00.000Z",3296.075,3296.775,3295.305,3296.775
"2021-01-22T18:39:00.000Z",3297.03,3297.03,3296.075,3296.075
"2021-01-22T18:40:00.000Z",3296.58,3297.17,3295.915,3297.03
"2021-01-22T18:41:00.000Z",3297.8,3299.38,3297.06,3297.06
"2021-01-22T18:42:00.000Z",3298.48,3298.48,3297.5,3298.12
"2021-01-22T18:43:00.000Z",3297.83,3297.84,3297.83,3297.84
"2021-01-22T18:44:00.000Z",3297.71,3298.26,3297.38,3297.845
"2021-01-22T18:45:00.000Z",3297.305,3297.79,3297.13,3297.575
"2021-01-22T18:46:00.000Z",3296.89,3297.48,3296.885,3297.305
"2021-01-22T18:47:00.000Z",3296.075,3296.865,3296.01,3296.04
"2021-01-22T18:48:00.000Z",3295.735,3296.085,3295.645,3296.085
"2021-01-22T18:49:00.000Z",3296.94,3297.11,3296.605,3297.1
"2021-01-22T18:50:00.000Z",3296.195,3296.63,3295.64,3296.605
"2021-01-22T18:51:00.000Z",3294.625,3296.2,3294.625,3296.2
"2021-01-22T18:52:00.000Z",3295.3,3295.74,3295.3,3295.495
"2021-01-22T18:53:00.000Z",3295,3295.39,3294.96,3294.96
"2021-01-22T18:54:00.000Z",3295.86,3296.545,3295.4,3296.065
"2021-01-22T18:55:00.000Z",3295.8,3295.86,3295.8,3295.85
"2021-01-22T18:56:00.000Z",3295.855,3296.14,3295.805,3295.805
"2021-01-22T18:57:00.000Z",3295.485,3295.855,3294.25,3295.855
"2021-01-22T18:58:00.000Z",3294,3294.655,3294,3294.485
"2021-01-22T18:59:00.000Z",3293.74,3293.9,3292.71,3293.615
"2021-01-22T19:00:00.000Z",3294.265,3294.265,3293,3293.38
"2021-01-22T19:01:00.000Z",3292.91,3293.79,3292.91,3293.79
"2021-01-22T19:02:00.000Z",3292.945,3293.17,3291.795,3292.93
"2021-01-22T19:03:00.000Z",3293.82,3295.21,3293.82,3294.01
"2021-01-22T19:04:00.000Z",3294.25,3294.69,3293.35,3294.545
"2021-01-22T19:05:00.000Z",3293.98,3294.335,3293.98,3294.305
"2021-01-22T19:06:00.000Z",3294.56,3294.56,3293.73,3293.745
"2021-01-22T19:07:00.000Z",3294.98,3295.46,3294.225,3294.565
"2021-01-22T19:08:00.000Z",3295.51,3295.51,3294.46,3294.98
"2021-01-22T19:09:00.000Z",3295.535,3295.66,3295.28,3295.28
"2021-01-22T19:10:00.000Z",3294.23,3295.47,3294.04,3295.47
"2021-01-22T19:11:00.000Z",3292.79,3294.2,3292.79,3294.145
"2021-01-22T19:12:00.000Z",3292.34,3293.75,3292.02,3293.74
"2021-01-22T19:13:00.000Z",3293.02,3293.54,3292.34,3292.34
"2021-01-22T19:14:00.000Z",3293.695,3293.695,3293.015,3293.015
"2021-01-22T19:15:00.000Z",3293.655,3294.335,3293.515,3293.905
"2021-01-22T19:16:00.000Z",3294.56,3294.56,3293.35,3293.44
"2021-01-22T19:17:00.000Z",3293.82,3294.36,3293.405,3294.36
"2021-01-22T19:18:00.000Z",3294.185,3294.185,3294.18,3294.18
"2021-01-22T19:19:00.000Z",3293.95,3294.405,3293.95,3294.185
"2021-01-22T19:20:00.000Z",3295.145,3295.145,3294.235,3294.235
"2021-01-22T19:21:00.000Z",3297.2,3297.28,3295.755,3295.755
"2021-01-22T19:22:00.000Z",3296.825,3297.465,3296.82,3297.22
"2021-01-22T19:23:00.000Z",3297.025,3297.42,3296.84,3296.84
"2021-01-22T19:24:00.000Z",3297.07,3297.255,3296.835,3297.025
"2021-01-22T19:25:00.000Z",3295.84,3297.07,3295.84,3297.07
"2021-01-22T19:26:00.000Z",3296.54,3297.07,3295.715,3295.715
"2021-01-22T19:27:00.000Z",3297.17,3297.98,3296.2,3296.2
"2021-01-22T19:28:00.000Z",3295.83,3296.895,3295.76,3296.895
"2021-01-22T19:29:00.000Z",3296.375,3296.805,3296.375,3296.48
"2021-01-22T19:30:00.000Z",3296.555,3296.555,3295.365,3296.4
"2021-01-22T19:31:00.000Z",3297.65,3297.715,3296.13,3296.13
"2021-01-22T19:32:00.000Z",3296.66,3297.65,3296.66,3297.65
"2021-01-22T19:33:00.000Z",3297.135,3297.135,3296.215,3296.905
"2021-01-22T19:34:00.000Z",3297.81,3297.82,3297.53,3297.53
"2021-01-22T19:35:00.000Z",3297.715,3298.08,3297.28,3298.08
"2021-01-22T19:36:00.000Z",3296.92,3298.06,3296.92,3298.06
"2021-01-22T19:37:00.000Z",3297.85,3297.85,3296.905,3296.91
"2021-01-22T19:38:00.000Z",3296.92,3297.88,3296.915,3297.85
"2021-01-22T19:39:00.000Z",3297.345,3297.345,3296.23,3296.78
"2021-01-22T19:40:00.000Z",3298.665,3299.06,3298.31,3298.37
"2021-01-22T19:41:00.000Z",3298.175,3298.67,3298.175,3298.415
"2021-01-22T19:42:00.000Z",3298.53,3298.55,3297.405,3298.225
"2021-01-22T19:43:00.000Z",3298.69,3298.99,3298.35,3298.525
